MFSTKEY             ,STATUS,LASTUPDATE    ,MFSTNUMBER,POWERUNIT ,STOP  ,MFSTDATE,PRONUMBER ,PRODATE ,SHIPNAME                      ,CONSNAME                      ,CONSADD1                      ,CONSADD2                      ,CONSCITY            ,CONSSTATE,CONSZIP,TTLPCS,TTLYDS,TTLWGT,DLVDDATE,DLVDTIME,DLVDPCS,DLVDSIGN                                ,DLVDNOTE                      ,DLVDIMGFILELOCN               ,DLVDIMGFILESIGN               
962X021624009       ,0,20240201123000,962X021624,962       ,9,02162024,13458294  ,02142024,MOHAWK CHATSWORTH             ,HOME DEPOT 1202               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,40,168,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624010       ,0,20240201123000,962X021624,962       ,10,02162024,68797041  ,02132024,LEXMARK/TARKETT HOSPITALITY   ,HOME DEPOT 6105               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,38,188,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624011       ,0,20240201123000,962X021624,962       ,11,02162024,13951267  ,02132024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1267               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,39,236,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624012       ,0,20240201123000,962X021624,962       ,12,02162024,41749594  ,02122024,SHAW DC EAST                  ,HOME DEPOT 8465               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,31,187,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624013       ,0,20240201123000,962X021624,962       ,13,02162024,41749579  ,02102024,SHAW DC EAST                  ,HOME DEPOT 1213               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,53,163,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624014       ,0,20240201123000,962X021624,962       ,14,02162024,13951068  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1218               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,27,120,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624015       ,0,20240201123000,962X021624,962       ,15,02162024,13951129  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1218               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,26,89,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624016       ,0,20240201123000,962X021624,962       ,16,02162024,13727914  ,02122024,FOSS FLOORS                   ,LOWES 1189                    ,2796 RT 112                   ,                              ,MEDFORD             ,NY       ,11763  ,1,166,157,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624017       ,0,20240201123000,962X021624,962       ,17,02162024,13951481  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1218               ,1101 SUNRISE HWY              ,                              ,COPIAGUE            ,NY       ,11726  ,1,120,393,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624018       ,0,20240201123000,962X021624,962       ,18,02162024,13458259  ,02142024,MOHAWK IVC                    ,HOME DEPOT 1267               ,202 AIRPORT PLAZA             ,                              ,FARMINGDALE         ,NY       ,11735  ,1,102,329,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624019       ,0,20240201123000,962X021624,962       ,19,02162024,13951455  ,02142024,ENGINEERED FLOORS             ,JIM FLACK CARPETS             ,1270 ROUTE 110                ,                              ,FARMINGDALE         ,NY       ,11735  ,1,22,125,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624020       ,0,20240201123000,962X021624,962       ,20,02162024,13881170  ,02122024,ENGINEERED FLOORS             ,JIM FLACK CARPETS             ,1270 ROUTE 110                ,                              ,FARMINGDALE         ,NY       ,11735  ,1,56,213,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624021       ,0,20240201123000,962X021624,962       ,21,02162024,13727934  ,02122024,FOSS FLOORS                   ,HOME DEPOT 1272               ,785 NEW YORK AVE              ,                              ,HUNTINGTON          ,NY       ,11743  ,2,299,255,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624022       ,0,20240201123000,962X021624,962       ,22,02162024,68666220  ,02092024,NANCE CARPET & RUG CO INC     ,HOME DEPOT 1272               ,785 NEW YORK AVE              ,                              ,HUNTINGTON          ,NY       ,11743  ,3,501,1500,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624023       ,0,20240201123000,962X021624,962       ,23,02162024,13951345  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1272               ,785 NEW YORK AVE              ,                              ,HUNTINGTON          ,NY       ,11743  ,4,493,1563,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624024       ,0,20240201123000,962X021624,962       ,24,02162024,13950936  ,02092024,ENGINEERED FLOORS             ,MARTIN FELD OF SOVEREIGN      ,DBA SOVEREIGN CARPET WORKROOM ,"200 ROBBINS LANE, UNIT D      ",JERICHO             ,NY       ,11753  ,1,72,351,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624025       ,0,20240201123000,962X021624,962       ,25,02162024,68689313  ,02082024,STANTON CARPET                ,MARTIN FELD OF SOVEREIGN      ,DBA SOVEREIGN CARPET WORKROOM ,"200 ROBBINS LANE, UNIT D      ",JERICHO             ,NY       ,11753  ,1,13,81,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
963X021624001       ,0,20240201123000,963X021624,963       ,1,02162024,FA039552  ,02152024,BRAUNS WHSE/CRANBURY          ,WORKROOM LABOR                ,347 BROADWAY                  ,                              ,PASSAIC             ,NJ       ,07055  ,1,104,659,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
963X021624002       ,0,20240201123000,963X021624,963       ,2,02162024,13951514  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1249               ,C/O AMERICAN CPT/PASSAIC      ,347 BROADWAY                  ,PASSAIC             ,NJ       ,07055  ,1,47,266,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
963X021624003       ,0,20240201123000,963X021624,963       ,3,02162024,13951512  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1215               ,C/O AMERICAN CPT/PASSAIC      ,347 BROADWAY                  ,PASSAIC             ,NJ       ,07055  ,1,22,118,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
963X021624004       ,0,20240201123000,963X021624,963       ,4,02162024,13951511  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0965               ,C/O AMERICAN CPT/PASSAIC      ,347 BROADWAY                  ,PASSAIC             ,NJ       ,07055  ,1,55,348,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
963X021624005       ,0,20240201123000,963X021624,963       ,5,02162024,13951372  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0947               ,C/O AMERICAN CPT/PASSAIC      ,347 BROADWAY                  ,PASSAIC             ,NJ       ,07055  ,1,46,204,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
963X021624006       ,0,20240201123000,963X021624,963       ,6,02162024,13951371  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0947               ,C/O AMERICAN CPT/PASSAIC      ,347 BROADWAY                  ,PASSAIC             ,NJ       ,07055  ,2,81,459,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
963X021624007       ,0,20240201123000,963X021624,963       ,7,02162024,13951357  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1256               ,C/O AMERICAN CPT/PASSAIC      ,347 BROADWAY                  ,PASSAIC             ,NJ       ,07055  ,1,54,211,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
963X021624008       ,0,20240201123000,963X021624,963       ,8,02162024,13951356  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1248               ,C/O AMERICAN CPT/PASSAIC      ,347 BROADWAY                  ,PASSAIC             ,NJ       ,07055  ,1,18,66,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
963X021624009       ,0,20240201123000,963X021624,963       ,9,02162024,13458301  ,02142024,MOHAWK CHATSWORTH             ,HOME DEPOT 0947               ,C/O AMERICAN CPT/PASSAIC      ,347 BROADWAY                  ,PASSAIC             ,NJ       ,07055  ,1,13,48,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
963X021624010       ,0,20240201123000,963X021624,963       ,10,02162024,13458299  ,02142024,MOHAWK CHATSWORTH             ,HOME DEPOT 1225               ,C/O AMERICAN CPT/PASSAIC      ,347 BROADWAY                  ,PASSAIC             ,NJ       ,07055  ,1,33,114,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
963X021624011       ,0,20240201123000,963X021624,963       ,11,02162024,13458108  ,02142024,MOHAWK IVC                    ,HOME DEPOT 0947               ,C/O AMERICAN CPT/PASSAIC      ,347 BROADWAY                  ,PASSAIC             ,NJ       ,07055  ,1,12,35,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
